66666
119,119.029,33.607
120,121.625,38.924
121,114.512,38.052
122,109.048,34.335
123,116.598,35.424
124,113.866,34.529
125,112.581,37.884
126,106.369,29.594
127,125.336,43.896
128,114.371,30.536
129,117.871,30.955
130,104.635,31.494
131,118.633,24.948
132,112.157,32.074
133,115.108,30.211
134,101.775,36.638
135,113.238,23.412
136,120.395,36.082
137,114.902,25.862
138,103.735,36.104
139,116.352,40.009
140,117.294,31.873
141,106.922,27.716
142,119.799,31.364
143,114.326,30.592
144,112.993,28.206
145,109.517,18.265
146,104.072,30.688
147,113.631,34.758
148,117.018,36.685
149,121.459,31.242
150,108.374,22.827
151,125.307,43.918
152,114.084,22.559
153,106.563,29.572
154,126.662,45.763
155,102.708,25.062
156,112.966,28.249
157,87.634,43.841
158,110.362,20.042
159,119.326,26.095
160,116.427,39.924
161,111.771,40.838
162,109.511,18.273
163,117.247,31.841
164,108.405,30.828
165,118.109,24.499
166,123.449,41.816
167,113.605,37.877
168,104.086,30.679
169,106.296,38.487
170,114.914,27.116
171,116.019,28.696
172,120.173,30.307
173,118.013,34.287
174,113.321,40.113
175,108.973,34.286
176,119.039,33.617
177,121.635,38.934
178,114.522,38.062
179,109.058,34.345
180,116.608,35.434
181,113.876,34.539
182,112.591,37.894
183,106.379,29.604
184,125.346,43.906
185,114.381,30.546
186,117.881,30.965
187,104.645,31.504
188,118.643,24.958
189,112.167,32.084
190,115.118,30.221
191,101.785,36.648
192,113.248,23.422
193,120.405,36.092
194,114.912,25.872
195,103.745,36.114
196,116.362,40.019
197,117.304,31.883
198,106.932,27.726
199,119.809,31.374
200,114.336,30.602
201,112.003,28.216
202,109.527,18.275
203,104.082,30.698
204,113.641,34.768
205,117.028,36.695
206,121.469,31.252
207,108.384,22.837
208,125.317,43.928
209,114.094,22.569
210,106.573,29.582
211,126.672,45.773
212,102.718,25.072
213,112.976,28.259
214,87.644,43.851
215,110.372,20.052
216,119.336,26.105
217,116.437,39.934
218,111.781,40.848
219,109.521,18.283
220,117.257,31.851
221,108.415,30.838
222,118.119,24.509
223,123.459,41.826
224,113.615,37.887
225,104.096,30.689
226,106.306,38.497
227,114.924,27.126
228,116.029,28.706
229,120.183,30.317
230,118.023,34.297
231,113.331,40.123
232,108.983,34.296
233,119.049,33.627
234,121.645,38.944
235,114.532,38.072
236,109.068,34.355
237,116.618,35.444
238,113.886,34.549
239,112.601,37.904
240,106.389,29.614
241,125.356,43.916
242,114.391,30.556
243,117.891,30.975
244,104.655,31.514
245,118.653,24.968
246,112.177,32.094
247,115.128,30.231
248,101.795,36.658
249,113.258,23.432
250,120.415,36.102
251,114.922,25.882
252,103.755,36.124
253,116.372,40.029
254,117.314,31.893
255,106.942,27.736
256,119.819,31.384
257,114.346,30.612
258,112.013,28.226
259,109.537,18.285
260,104.092,30.708
261,113.651,34.778
262,117.038,36.705
263,121.479,31.262
264,108.394,22.847
265,125.327,43.938
266,114.104,22.579
267,106.583,29.592
268,126.682,45.783
269,102.728,25.082
270,112.986,28.269
271,87.654,43.861
272,110.382,20.062
273,119.346,26.115
274,116.447,39.944
275,111.791,40.858
276,109.531,18.293
277,117.267,31.861
278,108.425,30.848
279,118.129,24.519
280,123.469,41.836
281,113.625,37.897
282,104.106,30.699
283,106.316,38.507
284,114.934,27.136
285,116.039,28.716
286,120.193,30.327
287,118.033,34.307
288,113.341,40.133
289,108.993,34.306
290,119.059,33.637
291,121.655,38.954
292,114.542,38.082
293,109.078,34.365
294,116.628,35.454
295,113.896,34.559
296,112.611,37.914
297,106.399,29.624
298,125.366,43.926
299,114.401,30.566
300,117.901,30.985

