OID_,CID,POINT_X,POINT_Y,weight
114,4,13377469.484099999070168,4293056.809199996292591,114.000000000000000
115,4,13377474.614199999719858,4293026.268299996852875,115.000000000000000
116,4,13377501.133999999612570,4293045.987899996340275,116.000000000000000
117,4,13377519.738899998366833,4293084.849799998104572,117.000000000000000
118,4,13377545.905900001525879,4293107.921199999749660,118.000000000000000
119,4,13377425.440400000661612,4293023.590599998831749,119.000000000000000
120,4,13377522.003299999982119,4293097.446000002324581,120.000000000000000
121,4,13377428.118099998682737,4293004.750299997627735,121.000000000000000
122,4,13377412.037300001829863,4293019.542199999094009,122.000000000000000
123,4,13377489.175400000065565,4293066.812299996614456,123.000000000000000
124,4,13377450.362100001424551,4293039.132100000977516,124.000000000000000
125,4,13377437.538699999451637,4293014.772699996829033,125.000000000000000
126,4,13377464.725499998778105,4293042.641500003635883,126.000000000000000
127,4,13377539.780000001192093,4293066.476300001144409,127.000000000000000
128,4,13377479.303700000047684,4293069.943700000643730,128.000000000000000
129,4,13377524.949200000613928,4293056.553000003099442,129.000000000000000
130,4,13377433.824700001627207,4292994.224799998104572,130.000000000000000
131,4,13377507.629099998623133,4293053.619300000369549,131.000000000000000
132,4,13377467.376200001686811,4293019.362199999392033,132.000000000000000
133,4,13377550.576999999582767,4293093.075300000607967,133.000000000000000
134,4,13377519.615100000053644,4293070.795199997723103,134.000000000000000
135,4,13377450.724500000476837,4293021.853000000119209,135.000000000000000
136,4,13377483.895300000905991,4293057.423299998044968,136.000000000000000
137,4,13377501.687199998646975,4293070.787699997425079,137.000000000000000
138,4,13377490.564100001007318,4293048.010499998927116,138.000000000000000
139,4,13377441.302799999713898,4293043.409400001168251,139.000000000000000
140,4,13377428.166999999433756,4293033.896099999547005,140.000000000000000
141,4,13377540.741099998354912,4293089.181400001049042,141.000000000000000
142,4,13377458.951299998909235,4293010.025499999523163,142.000000000000000
143,4,13377474.311700001358986,4293038.109899997711182,143.000000000000000
144,4,13377508.135099999606609,4293088.191100001335144,144.000000000000000
145,4,13377531.150499999523163,4293085.675599999725819,145.000000000000000
146,4,13377495.322399999946356,4293034.472999997437000,146.000000000000000
147,4,13377554.447599999606609,4293102.402099996805191,147.000000000000000
148,4,13377562.731600001454353,4293092.890299998223782,148.000000000000000
149,5,13377321.004799999296665,4293132.402400001883507,149.000000000000000
150,5,13377311.672699999064207,4293023.975500002503395,150.000000000000000
151,5,13377329.383900001645088,4293077.498000003397465,151.000000000000000
152,5,13377332.223299998790026,4293096.461300000548363,152.000000000000000
153,5,13377519.114799998700619,4293166.040600001811981,153.000000000000000
154,5,13377339.719599999487400,4293120.970899999141693,154.000000000000000
155,5,13377512.928399998694658,4293154.355099998414516,155.000000000000000
156,5,13377512.409699998795986,4293132.304799996316433,156.000000000000000
157,5,13377433.309999998658895,4293188.772799998521805,157.000000000000000
158,5,13377354.324400000274181,4293142.823899999260902,158.000000000000000
159,5,13377363.537700001150370,4293166.768399998545647,159.000000000000000
160,5,13377321.314500000327826,4293059.888300001621246,160.000000000000000
161,5,13377377.171700000762939,4293144.339400000870228,161.000000000000000
162,5,13377398.177400000393391,4293181.377199999988079,162.000000000000000
163,5,13377310.837600000202656,4293075.226899996399879,163.000000000000000
164,5,13377512.655200000852346,4293144.263800002634525,164.000000000000000
165,5,13377535.178800001740456,4293166.510200001299381,165.000000000000000
166,5,13377488.686200000345707,4293180.444899998605251,166.000000000000000
167,5,13377526.680100001394749,4293136.238399997353554,167.000000000000000
168,5,13377326.944800000637770,4293008.596500001847744,168.000000000000000
169,5,13377443.592199999839067,4293200.405500002205372,169.000000000000000
170,5,13377351.705699998885393,4293125.229699999094009,170.000000000000000
171,5,13377361.139800000935793,4293114.460600003600121,171.000000000000000
172,5,13377365.427200000733137,4293185.085900001227856,172.000000000000000
173,5,13377407.903000000864267,4293140.034900002181530,173.000000000000000
174,5,13377328.595499999821186,4293026.946900002658367,174.000000000000000
175,5,13377355.641600001603365,4293157.357299998402596,175.000000000000000
176,5,13377512.455699998885393,4293186.417300000786781,176.000000000000000
177,5,13377366.679900001734495,4293132.424199998378754,177.000000000000000
178,5,13377335.154800001531839,4293065.266199998557568,178.000000000000000
179,5,13377405.215300001204014,4293168.435400001704693,179.000000000000000
180,5,13377323.147700000554323,4293114.560199998319149,180.000000000000000
181,5,13377340.429000001400709,4292996.842200003564358,181.000000000000000
182,5,13377386.826400000602007,4293153.794799998402596,182.000000000000000
183,5,13377307.115800000727177,4293055.276600003242493,183.000000000000000
184,5,13377404.261500000953674,4293191.668600000441074,184.000000000000000
185,5,13377392.610399998724461,4293131.502700001001358,185.000000000000000
186,5,13377502.840300001204014,4293151.773900002241135,186.000000000000000
187,5,13377337.837999999523163,4293015.290600001811981,187.000000000000000
188,5,13377416.873300001025200,4293162.034500002861023,188.000000000000000
189,5,13377338.623199999332428,4293039.443499997258186,189.000000000000000
190,5,13377422.289400000125170,4293180.201700001955032,190.000000000000000
191,5,13377450.139400001615286,4293176.949500001966953,191.000000000000000
192,5,13377320.176300000399351,4293081.909500002861023,192.000000000000000
193,5,13377423.458700001239777,4293194.218900002539158,193.000000000000000
194,5,13377315.551800001412630,4293099.092600002884865,194.000000000000000
195,5,13377471.932799998670816,4293183.209799997508526,195.000000000000000
196,5,13377484.538600001484156,4293194.987899996340275,196.000000000000000
197,5,13377431.624099999666214,4293201.681900002062321,197.000000000000000
198,5,13377313.012400001287460,4293113.365500003099442,198.000000000000000
199,5,13377313.766499999910593,4293035.976700000464916,199.000000000000000
200,5,13377300.639299999922514,4293043.964599996805191,200.000000000000000
201,5,13377465.978000000119209,4293193.730700001120567,201.000000000000000
202,5,13377503.662900000810623,4293166.377199999988079,202.000000000000000
203,5,13377325.015299998223782,4293038.467299997806549,203.000000000000000
204,5,13377338.932500001043081,4293134.673900000751019,204.000000000000000
205,5,13377370.707100000232458,4293156.378600001335144,205.000000000000000
206,5,13377336.486099999397993,4293156.438000001013279,206.000000000000000
207,5,13377353.154399998486042,4293173.104000002145767,207.000000000000000
208,5,13377390.689899999648333,4293190.044100001454353,208.000000000000000
209,5,13377412.300200000405312,4293176.211599998176098,209.000000000000000
210,5,13377395.297600001096725,4293171.570500001311302,210.000000000000000
211,5,13377397.626400001347065,4293155.689999997615814,211.000000000000000
212,5,13377522.741200000047684,4293149.885099999606609,212.000000000000000
213,5,13377478.266399998217821,4293175.461499996483326,213.000000000000000
214,5,13377345.131499998271465,4293005.789399996399879,214.000000000000000
215,5,13377493.799600001424551,4293169.113300003111362,215.000000000000000
216,5,13377417.893599998205900,4293202.834499999880791,216.000000000000000
217,5,13377535.885200001299381,4293149.026900000870228,217.000000000000000
218,5,13377345.097199998795986,4293148.346799999475479,218.000000000000000
219,5,13377452.541099999099970,4293194.563400000333786,219.000000000000000
220,5,13377382.084399998188019,4293166.990999996662140,220.000000000000000
221,5,13377526.787300001829863,4293178.262000001966953,221.000000000000000
222,5,13377382.327899999916553,4293133.495999999344349,222.000000000000000
223,5,13377367.382199998944998,4293146.763800002634525,223.000000000000000
224,5,13377460.511300001293421,4293174.668499998748302,224.000000000000000
225,5,13377379.344200000166893,4293181.081600002944469,225.000000000000000
226,5,13377439.114500001072884,4293174.148299999535084,226.000000000000000
227,5,13377336.740600001066923,4293085.723999999463558,227.000000000000000
228,5,13377342.688099998980761,4293024.407099999487400,228.000000000000000
229,5,13377511.966600000858307,4293173.879600003361702,229.000000000000000
230,5,13377305.053399998694658,4293091.141999997198582,230.000000000000000
231,5,13377322.002500001341105,4293070.341799996793270,231.000000000000000
232,5,13377376.673099998384714,4293192.572899997234344,232.000000000000000
233,5,13377339.701799999922514,4293109.498499996960163,233.000000000000000
234,5,13377349.166099999099970,4293032.102300003170967,234.000000000000000
235,5,13377498.670299999415874,4293183.944700002670288,235.000000000000000
236,5,13377345.195700000971556,4293162.165799997746944,236.000000000000000
237,5,13377403.653000000864267,4293130.059199996292591,237.000000000000000
238,5,13377357.488499999046326,4293012.066399998962879,238.000000000000000
239,5,13377328.352400001138449,4292998.177500002086163,239.000000000000000
240,5,13377354.674899999052286,4293022.844300001859665,240.000000000000000
241,5,13377458.721799999475479,4293186.093699999153614,241.000000000000000
242,5,13377388.421199999749660,4293141.455799996852875,242.000000000000000
243,5,13377456.335999999195337,4293204.294500000774860,243.000000000000000
244,5,13377528.435499999672174,4293158.647200003266335,244.000000000000000
245,5,13377330.620299998670816,4293145.189499996602535,245.000000000000000
246,5,13377334.829900000244379,4293053.775100000202656,246.000000000000000
247,5,13377409.497299998998642,4293153.798900000751019,247.000000000000000
248,5,13377325.491399999707937,4293104.156800001859665,248.000000000000000
249,5,13377427.123799998313189,4293165.648100003600121,249.000000000000000
250,5,13377473.017700001597404,4293201.041900001466274,250.000000000000000
251,5,13377398.526399999856949,4293144.539899997413158,251.000000000000000
252,5,13377383.614100001752377,4293122.069200001657009,252.000000000000000
253,5,13377317.161499999463558,4293013.350299999117851,253.000000000000000
254,5,13377404.799199998378754,4293202.840999998152256,254.000000000000000
255,5,13377328.874400001019239,4293124.112899996340275,255.000000000000000
256,5,13377319.286499999463558,4293049.900399997830391,256.000000000000000
257,5,13377302.949499998241663,4293033.015699997544289,257.000000000000000
258,5,13377372.637099999934435,4293172.823499999940395,258.000000000000000
259,5,13377349.961899999529123,4293110.873999997973442,259.000000000000000
260,5,13377368.825100000947714,4293120.886200003325939,260.000000000000000
261,5,13377546.355300001800060,4293146.854000002145767,261.000000000000000
262,5,13377302.856400001794100,4293065.390199996531010,262.000000000000000
263,5,13377300.897599998861551,4293076.781499996781349,263.000000000000000
264,5,13377498.555700000375509,4293194.609300002455711,264.000000000000000
265,5,13377541.372499998658895,4293158.083800002932549,265.000000000000000
266,5,13377502.529199998825788,4293141.683899998664856,266.000000000000000
267,5,13377444.275800000876188,4293188.862000003457069,267.000000000000000
268,5,13377315.240499999374151,4293124.048000000417233,268.000000000000000
269,5,13377395.005300000309944,4293199.435300000011921,269.000000000000000
270,6,13377426.434099998325109,4293116.247199997305870,270.000000000000000
271,6,13377417.493099998682737,4293049.315600000321865,271.000000000000000
272,6,13377430.442800000309944,4293090.249200001358986,272.000000000000000
273,6,13377426.858300000429153,4293142.220399998128414,273.000000000000000
274,6,13377462.745700001716614,4293090.818000003695488,274.000000000000000
275,6,13377410.043800000101328,4293113.883299998939037,275.000000000000000
276,6,13377383.706599999219179,4293088.378200002014637,276.000000000000000
277,6,13377421.117699999362230,4293080.642099998891354,277.000000000000000
278,6,13377365.651399999856949,4293104.400899998843670,278.000000000000000
279,6,13377404.313499998301268,4293059.430399999022484,279.000000000000000
280,6,13377427.548399999737740,4293130.501000002026558,280.000000000000000
281,6,13377461.065200001001358,4293102.866200000047684,281.000000000000000
282,6,13377382.307399999350309,4293113.784500002861023,282.000000000000000
283,6,13377385.237199999392033,4293074.549400001764297,283.000000000000000
284,6,13377441.325699999928474,4293078.123700000345707,284.000000000000000
285,6,13377457.232200000435114,4293076.355800002813339,285.000000000000000
286,6,13377454.550900001078844,4293115.823600001633167,286.000000000000000
287,6,13377452.288199998438358,4293085.937299996614456,287.000000000000000
288,6,13377418.850699998438358,4293067.304600000381470,288.000000000000000
289,6,13377429.962900001555681,4293055.398800000548363,289.000000000000000
290,6,13377394.558299999684095,4293119.969999998807907,290.000000000000000
291,6,13377388.415199998766184,4293097.327399998903275,291.000000000000000
292,6,13377404.722899999469519,4293076.134599998593330,292.000000000000000
293,6,13377404.215300001204014,4293097.243199996650219,293.000000000000000
294,6,13377396.972699999809265,4293109.776600003242493,294.000000000000000
295,6,13377438.000300001353025,4293127.505199998617172,295.000000000000000
296,6,13377452.340999998152256,4293127.005199998617172,296.000000000000000
297,6,13377396.550099998712540,4293084.772500000894070,297.000000000000000
298,6,13377441.773099999874830,4293138.864000000059605,298.000000000000000
299,6,13377404.906599998474121,4293043.275600001215935,299.000000000000000
300,6,13377442.217599999159575,4293064.612499997019768,300.000000000000000
301,6,13377413.674199998378754,4293104.406400002539158,301.000000000000000
302,6,13377437.229400001466274,4293102.962399996817112,302.000000000000000
303,6,13377377.574799999594688,4293099.809100002050400,303.000000000000000
304,6,13377395.651099998503923,4293070.502599999308586,304.000000000000000
305,6,13377415.294599998742342,4293129.778899997472763,305.000000000000000
306,6,13377473.166299998760223,4293085.963600002229214,306.000000000000000
307,6,13377443.282400000840425,4293116.087399996817112,307.000000000000000
308,6,13377436.659699998795986,4293148.370999999344349,308.000000000000000
309,6,13377411.986299999058247,4293085.626900002360344,309.000000000000000
310,6,13377424.415399998426437,4293105.918300002813339,310.000000000000000
311,6,13377442.577700000256300,4293093.169399999082088,311.000000000000000
312,6,13377420.434799998998642,4293094.596199996769428,312.000000000000000
313,6,13377405.032600000500679,4293123.537100002169609,313.000000000000000
314,6,13377447.961100000888109,4293104.735100001096725,314.000000000000000
315,6,13377471.107200000435114,4293097.502700001001358,315.000000000000000
316,6,13377434.305799998342991,4293070.931500002741814,316.000000000000000
317,7,13377134.030400000512600,4292542.178000003099442,317.000000000000000
318,7,13377317.689899999648333,4292439.238200001418591,318.000000000000000
319,7,13377307.437600001692772,4292350.471400000154972,319.000000000000000
320,7,13377030.115100000053644,4292645.723300002515316,320.000000000000000
321,7,13377097.264199998229742,4292672.846299998462200,321.000000000000000
322,7,13377190.965700000524521,4292443.184000000357628,322.000000000000000
323,7,13377134.897399999201298,4292481.581500001251698,323.000000000000000
324,7,13377166.950899999588728,4292485.776199996471405,324.000000000000000
325,7,13377214.300099998712540,4292334.158799998462200,325.000000000000000
326,7,13377264.985700000077486,4292337.464599996805191,326.000000000000000
327,7,13377248.407900001853704,4292446.356700003147125,327.000000000000000
328,7,13377137.251099999994040,4292506.177000001072884,328.000000000000000
329,7,13377156.003600001335144,4292454.278499998152256,329.000000000000000
330,7,13377061.862199999392033,4292516.452100001275539,330.000000000000000
331,7,13377069.550599999725819,4292578.440800003707409,331.000000000000000
332,7,13377145.722600001841784,4292531.655199997127056,332.000000000000000
333,7,13377267.707299999892712,4292356.412000000476837,333.000000000000000
334,7,13377268.322799999266863,4292394.385099999606609,334.000000000000000
335,7,13377191.492600001394749,4292499.466799996793270,335.000000000000000
336,7,13377125.293000001460314,4292570.984999999403954,336.000000000000000
337,7,13377060.855599999427795,4292649.608400002121925,337.000000000000000
338,7,13377147.757699999958277,4292622.466799996793270,338.000000000000000
339,7,13377231.405600000172853,4292412.878700003027916,339.000000000000000
340,7,13377067.746899999678135,4292526.493000000715256,340.000000000000000
341,7,13377284.821899998933077,4292373.425999999046326,341.000000000000000
342,7,13377291.184900000691414,4292318.600000001490116,342.000000000000000
343,7,13377255.570999998599291,4292462.692900002002716,343.000000000000000
344,7,13377058.867199998348951,4292620.176799997687340,344.000000000000000
345,7,13377008.184000000357628,4292636.630400002002716,345.000000000000000
346,7,13377284.711399998515844,4292420.582400001585484,346.000000000000000
347,7,13377096.787999998778105,4292627.129100002348423,347.000000000000000
348,7,13377250.423700001090765,4292526.724899999797344,348.000000000000000
349,7,13377326.237399999052286,4292428.821000002324581,349.000000000000000
350,7,13377100.388000000268221,4292639.618900001049042,350.000000000000000
351,7,13377237.598299998790026,4292451.521600000560284,351.000000000000000
352,7,13377248.087600000202656,4292502.234099999070168,352.000000000000000
353,7,13377155.063900001347065,4292602.879399999976158,353.000000000000000
354,7,13377176.933800000697374,4292540.332699999213219,354.000000000000000
355,7,13377125.843600001186132,4292556.079899996519089,355.000000000000000
356,7,13377091.321499999612570,4292526.927699998021126,356.000000000000000
357,7,13377212.297899998724461,4292360.780500002205372,357.000000000000000
358,7,13377069.309799998998642,4292689.362999998033047,358.000000000000000
359,7,13377216.956599999219179,4292514.767800003290176,359.000000000000000
360,7,13377120.414400000125170,4292494.737300001084805,360.000000000000000
361,7,13377186.493999999016523,4292359.441100001335144,361.000000000000000
362,7,13377239.193799998611212,4292426.801200002431870,362.000000000000000
363,7,13377165.654899999499321,4292398.534900002181530,363.000000000000000
364,7,13377139.968800000846386,4292599.518100000917912,364.000000000000000
365,7,13377257.245499998331070,4292414.201399996876717,365.000000000000000
366,7,13377323.046500001102686,4292401.210100002586842,366.000000000000000
367,7,13377087.329599998891354,4292685.582000002264977,367.000000000000000
368,7,13377320.980399999767542,4292373.301899999380112,368.000000000000000
369,7,13377138.590999998152256,4292654.969800002872944,369.000000000000000
370,7,13377146.103799998760223,4292634.855999998748302,370.000000000000000
371,7,13377104.149300001561642,4292558.420599997043610,371.000000000000000
372,7,13377110.979499999433756,4292578.235600002110004,372.000000000000000
373,7,13376985.401700001209974,4292599.318000003695488,373.000000000000000
374,7,13377138.958700001239777,4292471.603100001811981,374.000000000000000
375,7,13377101.551899999380112,4292608.987199999392033,375.000000000000000
376,7,13377309.758499998599291,4292371.077799998223782,376.000000000000000
377,7,13377163.355900000780821,4292562.473200000822544,377.000000000000000
378,7,13377062.602299999445677,4292546.454099997878075,378.000000000000000
379,7,13377266.044599998742342,4292496.403200000524521,379.000000000000000
380,7,13377206.609700001776218,4292343.012599997222424,380.000000000000000
381,7,13377103.008299998939037,4292469.545400001108646,381.000000000000000
382,7,13377325.321499999612570,4292363.566600002348423,382.000000000000000
383,7,13377164.289799999445677,4292572.491700001060963,383.000000000000000
384,7,13377035.929499998688698,4292635.776900000870228,384.000000000000000
385,7,13377257.128199998289347,4292513.677100002765656,385.000000000000000
386,7,13377321.940499998629093,4292347.564000003039837,386.000000000000000
387,7,13377098.212299998849630,4292655.188100002706051,387.000000000000000
388,7,13377124.037000000476837,4292635.885999999940395,388.000000000000000
389,7,13377031.542800001800060,4292594.009400002658367,389.000000000000000
390,7,13377296.741599999368191,4292460.414200000464916,390.000000000000000
391,7,13377296.503199998289347,4292346.047899998724461,391.000000000000000
392,7,13377039.346700001507998,4292571.257899999618530,392.000000000000000
393,7,13377225.381599999964237,4292351.488499999046326,393.000000000000000
394,7,13377167.585099998861551,4292456.891199998557568,394.000000000000000
395,7,13377211.602699998766184,4292545.659900002181530,395.000000000000000
396,7,13377079.765599999576807,4292481.688299998641014,396.000000000000000
397,7,13377023.194200001657009,4292615.970700003206730,397.000000000000000
398,7,13377112.504000000655651,4292548.928300000727177,398.000000000000000
399,7,13377259.741900000721216,4292308.109399996697903,399.000000000000000
400,7,13377238.113800000399351,4292509.893100000917912,400.000000000000000
401,7,13377220.296100001782179,4292413.721799999475479,401.000000000000000
402,7,13377121.990400001406670,4292580.432800002396107,402.000000000000000
403,7,13377194.008000001311302,4292350.121699996292591,403.000000000000000
404,7,13377189.449400000274181,4292563.165299996733665,404.000000000000000
405,7,13377054.813999999314547,4292594.742299996316433,405.000000000000000
406,7,13377049.699999999254942,4292525.649199999868870,406.000000000000000
407,7,13377232.131799999624491,4292526.204000003635883,407.000000000000000
408,7,13377103.115800000727177,4292541.435300000011921,408.000000000000000
409,7,13377196.022399999201298,4292512.459299996495247,409.000000000000000
410,7,13377219.709600001573563,4292528.714699998497963,410.000000000000000
411,7,13377266.120900001376867,4292456.012100003659725,411.000000000000000
412,7,13377261.091200001537800,4292293.144799999892712,412.000000000000000
413,7,13377270.130699999630451,4292408.758400000631809,413.000000000000000
414,7,13377071.407699998468161,4292650.811300002038479,414.000000000000000
415,7,13377149.675700001418591,4292551.366200000047684,415.000000000000000
416,7,13377180.004299998283386,4292388.065899997949600,416.000000000000000
417,7,13377127.044599998742342,4292689.880800001323223,417.000000000000000
418,7,13377089.486400000751019,4292595.481600001454353,418.000000000000000
419,7,13377140.217199999839067,4292577.803999997675419,419.000000000000000
420,7,13377185.091200001537800,4292617.505699999630451,420.000000000000000
421,7,13377088.554000001400709,4292502.409199997782707,421.000000000000000
422,7,13377051.922100000083447,4292644.368000000715256,422.000000000000000
423,7,13377018.980999998748302,4292631.962999999523163,423.000000000000000
424,7,13377183.799800001084805,4292434.612099997699261,424.000000000000000
425,7,13377150.792800001800060,4292509.636299997568130,425.000000000000000
426,7,13377150.017299998551607,4292583.960500001907349,426.000000000000000
427,7,13377058.667899999767542,4292671.314499996602535,427.000000000000000
428,7,13377017.604800000786781,4292598.565499998629093,428.000000000000000
429,7,13377102.795800000429153,4292510.571500003337860,429.000000000000000
430,7,13377213.640000000596046,4292487.380500003695488,430.000000000000000
431,7,13377153.367199998348951,4292564.165899999439716,431.000000000000000
432,7,13377109.743400000035763,4292632.222000002861023,432.000000000000000
433,7,13377087.586300000548363,4292701.549099996685982,433.000000000000000
434,7,13377245.942899998277426,4292301.972800001502037,434.000000000000000
435,7,13377050.296500001102686,4292562.886500000953674,435.000000000000000
436,7,13377223.538499999791384,4292494.656199999153614,436.000000000000000
